>
8.652488	54.913889
8.662462	54.913889
8.666862	54.914182
8.668916	54.914475
8.672143	54.914769
8.677423	54.914769
8.680943	54.914182
8.688277	54.913302
8.693851	54.912422
8.700011	54.911248
8.704118	54.910955
8.706172	54.910075
8.710572	54.908902
8.712919	54.908021
8.717906	54.907141
8.721426	54.905381
8.723773	54.904208
8.725533	54.902154
8.727586	54.900394
8.72964	54.899514
8.7314	54.898927
8.7358	54.898927
8.740201	54.899808
8.747535	54.901861
8.751642	54.903034
8.756629	54.903034
8.759855	54.901861
8.763082	54.900394
8.767189	54.898927
8.771883	54.897461
8.77423	54.897167
8.784204	54.898341
8.791244	54.901568
8.795058	54.904501
8.797992	54.906555
8.803565	54.908021
8.809726	54.910662
8.816473	54.911542
8.8197	54.911542
8.825274	54.911248
8.831141	54.910662
8.842875	54.907435
8.845808	54.905968
8.849329	54.905088
8.850209	54.903328
8.853142	54.901861
8.857542	54.900101
8.858716	54.898927
8.861356	54.895407
8.86517	54.896874
8.87045	54.897754
8.874557	54.900688
8.878957	54.902154
8.884238	54.905088
8.888931	54.905968
8.894212	54.906555
8.896852	54.906848
8.906239	54.905968
8.917093	54.905381
8.925014	54.905088
8.929414	54.905088
8.938508	54.905088
8.944669	54.905088
8.949362	54.905088
8.953176	54.904501
8.95611	54.904208
8.961683	54.903914
8.966084	54.903621
8.971951	54.903914
8.975471	54.903034
8.980751	54.901861
8.985152	54.900981
8.988379	54.899808
8.994539	54.896581
9.000113	54.894234
>
9.000113	54.504366
8.997473	54.505833
8.997473	54.506713
8.995712	54.507593
8.995712	54.509059
8.994246	54.50994
8.994246	54.51082
8.992486	54.5117
8.992486	54.513166
8.990725	54.514046
8.990725	54.518153
8.989845	54.51874
8.988379	54.51874
8.987498	54.519034
8.987498	54.519914
8.984858	54.521087
8.983392	54.521087
8.982511	54.520794
8.982511	54.519914
8.981631	54.51962
8.978404	54.51962
8.976644	54.51874
8.973417	54.51874
8.972537	54.518153
8.972537	54.517567
8.969897	54.5161
8.96843	54.5161
8.96755	54.515807
8.96755	54.514927
8.96667	54.514633
8.96491	54.514633
8.96403	54.514046
8.96403	54.51082
8.962563	54.50994
8.962563	54.508179
8.96403	54.507593
8.96403	54.504953
8.963443	54.504659
8.961683	54.504659
8.960803	54.504072
8.960803	54.503192
8.959923	54.502899
8.958456	54.502899
8.957576	54.502312
8.957576	54.498205
8.959043	54.497325
8.959043	54.494978
8.958163	54.494685
8.956696	54.494685
8.954936	54.493805
8.953176	54.493805
>
8.943202	54.492925
8.939975	54.492925
>
8.807379	54.493218
8.807379	54.495859
8.805912	54.496739
8.805912	54.498205
8.807379	54.499085
8.807379	54.500846
8.810899	54.502606
8.810899	54.503192
8.816766	54.506126
8.818233	54.506126
8.819993	54.507006
8.821753	54.507006
8.82322	54.507886
8.82498	54.507886
8.828207	54.509353
8.834954	54.509646
8.849915	54.51698
8.851675	54.51698
8.852555	54.517273
8.852555	54.519034
8.857542	54.521674
8.857542	54.522554
8.86341	54.525487
8.866636	54.525487
8.868397	54.526074
8.871623	54.526074
8.873384	54.525487
8.878371	54.525487
8.879837	54.524607
8.881598	54.524607
8.883358	54.523727
8.884824	54.523727
8.886585	54.522847
8.888345	54.522847
8.890105	54.521967
8.891572	54.521967
8.895679	54.524021
8.895679	54.525781
8.896559	54.526074
8.898319	54.526074
8.900079	54.526954
8.901546	54.526954
8.903306	54.527834
8.906533	54.527834
8.908293	54.528714
8.91152	54.528714
8.91328	54.529594
8.916507	54.527834
